player_id,sleeper_id,player_name,position,team,adp,canonical_format,source,adp_source_field,retrieved_at,beatadp_player_id,fantasycalc_rank,beatadp_recorded_at,normalized_name,pos_rank
13330,13330,Kenyon Sadiq,TE,NYJ,155.4,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,945,,2026-08-15,kenyon sadiq,16
13346,13346,Denzel Boston,WR,CLE,157.2,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,946,,2026-08-15,denzel boston,53
9508,9508,Tyjae Spears,RB,TEN,160.3,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,859,,2026-08-15,tyjae spears,42
9511,9511,Keaton Mitchell,RB,LAC,161.4,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,836,,2026-08-15,keaton mitchell,43
5849,5849,Kyler Murray,QB,MIN,161.4,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,484,,2026-08-15,kyler murray,19
12545,12545,Tyler Shough,QB,NO,165.8,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,408,,2026-08-15,tyler shough,20
11603,11603,AJ Barner,TE,SEA,166.1,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,541,,2026-08-15,aj barner,17
4943,4943,Sam Darnold,QB,SEA,169.3,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,550,,2026-08-15,sam darnold,21
12530,12530,Travis Hunter,WR,JAX,170.3,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,899,,2026-08-15,travis hunter,54
9225,9225,Tank Bigsby,RB,PHI,172.0,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,314,,2026-08-15,tank bigsby,44
8210,8210,Chig Okonkwo,TE,WSH,173.4,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,478,,2026-08-15,chig okonkwo,18
7002,7002,Juwan Johnson,TE,NO,176.1,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,90,,2026-08-15,juwan johnson,19
8205,8205,Isiah Pacheco,RB,DET,177.8,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,784,,2026-08-15,isiah pacheco,45
12469,12469,Dylan Sampson,RB,CLE,178.8,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,722,,2026-08-15,dylan sampson,46
7049,7049,Jauan Jennings,WR,MIN,179.2,1qb_half_ppr,BeatADP Sleeper ADP,SLEEPER|HALF_PPR|REDRAFT|1QB,2026-08-19T04:34:26.895750+00:00,527,,2026-08-15,jauan jennings,55
